participant_id	city	age	email
464	Hamilton	67	18P5ARKM@gmail.com
551	London	66	48VV3FFI@gmail.com
888	Toronto	76	U2PWCI15@gmail.com
959	Toronto	74	UN03VEQ1@gmail.com
727	Montreal	70	MJHV17Y7@gmail.com
546	Montreal	75	WDMEHM92@gmail.com
191	Quebec	75	GAIUG9Z5@gmail.com
618	Gatineau	76	2F3D2FNK@gmail.com
939	Quebec	70	4NVKRC5S@gmail.com
701	Quebec	66	ZJTWJWJ5@gmail.com
53	Montreal	78	8IUVK7L6@gmail.com
914	London	74	ZYJNDO2V@gmail.com
395	Ottawa	68	94WXO1D2@gmail.com
608	Montreal	78	NMF1G5C6@gmail.com
117	Ottawa	72	54VJXKGW@gmail.com
567	Gatineau	76	ANK2SMHU@gmail.com
809	Quebec	69	O51M0V6B@gmail.com
9	Toronto	69	92WNNH4B@gmail.com
926	Ottawa	72	R2IJBMP5@gmail.com
837	London	77	LE7P2TAD@gmail.com
240	Gatineau	66	KR94WN9K@gmail.com
758	Hamilton	66	HNUJNVOB@gmail.com
150	London	68	Q50U2AAV@gmail.com
158	Hamilton	75	29D7ZX12@gmail.com
89	Montreal	65	UTZJVTBV@gmail.com
289	Montreal	65	QUVLKJ13@gmail.com
269	Montreal	70	M55XZTCA@gmail.com
757	Ottawa	78	46D1YSQP@gmail.com
785	Quebec	71	7P2SIPSV@gmail.com
365	Gatineau	66	OA6F7WI2@gmail.com
928	London	77	WG7EA7WX@gmail.com
162	Toronto	72	VKVTD5X7@gmail.com
46	Ottawa	76	UPF8RK5Q@gmail.com
881	Toronto	70	UMYJGRWU@gmail.com
347	London	70	6ANT3H9B@gmail.com
753	London	70	L7AR7WMZ@gmail.com
386	London	69	YKEJXN6E@gmail.com
526	Gatineau	73	AUNZOSL9@gmail.com
669	Hamilton	72	GGZJ4U69@gmail.com
568	Gatineau	78	1PJWTBI3@gmail.com
638	Hamilton	75	8QVTX1L2@gmail.com
231	Montreal	74	YHT2SJDT@gmail.com
84	Quebec	67	2YE54K55@gmail.com
184	Toronto	72	J1J50MRK@gmail.com
784	Gatineau	72	TDO6F5HP@gmail.com
598	Hamilton	77	L8P1DJWP@gmail.com
867	Montreal	78	STYEVAUR@gmail.com
628	Gatineau	75	YCTXVF4G@gmail.com
185	Quebec	69	WTJF3ICH@gmail.com
582	Toronto	65	I8N718II@gmail.com
871	Gatineau	74	3NQO9P2U@gmail.com
423	Gatineau	75	JBC9USSE@gmail.com
403	Hamilton	69	M55VVIH4@gmail.com
541	Quebec	72	EKP9V372@gmail.com
910	Toronto	75	L9UA6IBL@gmail.com
791	Hamilton	74	NL0E6Q55@gmail.com
274	Gatineau	74	O0MBAPOE@gmail.com
707	Toronto	74	7XJ7R9FH@gmail.com
304	Hamilton	74	MBEEGH2A@gmail.com
623	Gatineau	76	0FO4G1TZ@gmail.com
548	Montreal	69	EPX2ERRN@gmail.com
496	Gatineau	76	6D3CNLZK@gmail.com
880	Montreal	70	ER2WUG88@gmail.com
968	Gatineau	69	DQVI00N8@gmail.com
621	Ottawa	67	9M01SSKE@gmail.com
190	London	78	ROPXSZJ3@gmail.com
918	Ottawa	78	XIOGGB8H@gmail.com
275	London	78	WDI76FB4@gmail.com
998	Hamilton	72	WO6SDWM9@gmail.com
383	Montreal	74	PHAESTRP@gmail.com
943	Ottawa	72	EX4GB2LW@gmail.com
589	Toronto	76	CVXUGG86@gmail.com
884	Toronto	69	EZ1601WQ@gmail.com
378	Quebec	68	VCMYDUFQ@gmail.com
338	London	76	BX1H7Y7E@gmail.com
448	Gatineau	68	DBASTR5B@gmail.com
36	Gatineau	73	X2LFVULB@gmail.com
672	Hamilton	67	RCUHI2GK@gmail.com
932	Toronto	66	4ABH2V61@gmail.com
765	Gatineau	74	L9IK8KRU@gmail.com
388	Quebec	67	8IBPWJ04@gmail.com
874	London	72	P8UNQ2CZ@gmail.com
537	Gatineau	74	PRDRUXYX@gmail.com
647	Hamilton	68	JZTQWPG2@gmail.com
904	Gatineau	71	U30PGYHB@gmail.com
870	Toronto	75	XQYP3YWK@gmail.com
715	Gatineau	69	JQPO79BZ@gmail.com
591	Gatineau	74	O29BD72O@gmail.com
632	London	78	ILKNBCTC@gmail.com
890	Quebec	76	SWHUQWJ9@gmail.com
733	Ottawa	69	M8QMBHED@gmail.com
33	London	77	BIXVE2CL@gmail.com
678	Ottawa	66	AEKXDFZ5@gmail.com
109	London	67	G9F0ZLP8@gmail.com
553	London	74	XOXL1X5H@gmail.com
538	Ottawa	68	A4C4FRHW@gmail.com
787	Montreal	75	DXDKLVVS@gmail.com
371	Hamilton	69	REF4KLCZ@gmail.com
440	Hamilton	69	RRGD3SY4@gmail.com
132	Quebec	75	ASSZFEQY@gmail.com
687	Toronto	74	UZUTQ6LX@gmail.com
989	Gatineau	65	MTQJ11SS@gmail.com
10	Hamilton	73	ALN6HAJ8@gmail.com
193	Toronto	67	MUN8RWR1@gmail.com
119	Ottawa	65	LER8YRXW@gmail.com
973	Quebec	78	FTQTR0LA@gmail.com
382	Ottawa	65	X4CYPIX0@gmail.com
344	Quebec	77	FR21OWO8@gmail.com
461	Ottawa	69	MWY3FJ5D@gmail.com
247	Quebec	75	V3Y4P5OZ@gmail.com
225	Gatineau	66	F1WDTG34@gmail.com
816	Quebec	69	V6DAZF24@gmail.com
108	London	65	GB0EHR8H@gmail.com
446	Montreal	68	OW5ZUDKA@gmail.com
877	Montreal	74	C86BHKUY@gmail.com
521	Toronto	78	8IAOWXH2@gmail.com
102	Hamilton	68	N93XFIYB@gmail.com
450	Hamilton	68	7HXXOMKD@gmail.com
165	Hamilton	70	S0KJAP6C@gmail.com
427	Ottawa	76	J0X6OMYL@gmail.com
291	Hamilton	77	J44BP3YE@gmail.com
734	Toronto	65	57WI8WNL@gmail.com
688	Montreal	73	SNJN483S@gmail.com
843	Gatineau	78	6DGMAA9O@gmail.com
485	Quebec	67	3UZY5757@gmail.com
79	Hamilton	70	UE5U3D6F@gmail.com
519	Ottawa	65	MA8CDPRF@gmail.com
72	Montreal	71	HIQSPOBD@gmail.com
946	Quebec	72	BNMKQM8Q@gmail.com
260	London	65	QEYIUVPH@gmail.com
563	Toronto	70	TIRER24G@gmail.com
648	Hamilton	73	69AXHC69@gmail.com
562	Gatineau	68	EGYGURX9@gmail.com
42	Toronto	75	XCE8SI3X@gmail.com
433	London	68	2LE0L5H8@gmail.com
646	Toronto	71	U3VXA7YI@gmail.com
823	Gatineau	68	7BWQ8XL3@gmail.com
748	London	67	OK6WSI17@gmail.com
1000	Gatineau	71	Q2G1SO0O@gmail.com
864	Quebec	72	G7VMFCUV@gmail.com
789	Ottawa	78	V16NDXN5@gmail.com
786	Hamilton	78	2ALC0ZS1@gmail.com
438	Toronto	77	9H3ZI7FP@gmail.com
324	Toronto	65	KLVEBR3Z@gmail.com
738	Montreal	67	EXPEYP2U@gmail.com
246	Toronto	71	901XYIZK@gmail.com
178	Quebec	75	SUXGA4UU@gmail.com
215	London	68	4FQGUPQC@gmail.com
373	London	69	2Q5GH6V4@gmail.com
455	Toronto	67	RHOW4WGH@gmail.com
501	Quebec	76	76UWPALK@gmail.com
466	Ottawa	68	6YC9C9WX@gmail.com
368	Toronto	72	2QLPLFVK@gmail.com
960	Hamilton	77	S45N1RUK@gmail.com
544	Hamilton	71	4GBKW0WB@gmail.com
583	Toronto	72	8QEN9QQB@gmail.com
255	London	66	KEKO5KY5@gmail.com
586	Toronto	75	NWSACJA1@gmail.com
683	Quebec	76	1Q3APLF3@gmail.com
775	Gatineau	67	Q202ZMAD@gmail.com
259	Ottawa	66	RXLIEBZ5@gmail.com
405	London	70	60GIU46L@gmail.com
578	Ottawa	69	MZUMBB2A@gmail.com
936	Hamilton	77	T2PRWD6L@gmail.com
619	Hamilton	66	QIJXJ4HX@gmail.com
652	Gatineau	72	03728JAQ@gmail.com
66	Toronto	72	4O80C42I@gmail.com
695	Montreal	71	9CEOY9D0@gmail.com
186	Quebec	68	2G0NAKHK@gmail.com
662	Montreal	76	IB40W45X@gmail.com
436	Hamilton	77	IO6FI4G0@gmail.com
607	Ottawa	76	26SCSBF5@gmail.com
603	Gatineau	77	TWW85BKJ@gmail.com
897	Toronto	67	ESL8K6XR@gmail.com
326	Hamilton	76	FVK3R0KX@gmail.com
389	Gatineau	68	63CQDRJ4@gmail.com
425	London	73	D671LXT1@gmail.com
228	Ottawa	65	1G5MZMX4@gmail.com
123	London	67	PPPBVFCY@gmail.com
826	Hamilton	73	531QKOX9@gmail.com
290	Hamilton	67	AF7LR310@gmail.com
750	London	77	HSS06MCS@gmail.com
483	Montreal	75	11UC39N9@gmail.com
173	Montreal	67	J2TAWJDQ@gmail.com
820	London	67	TEFGGP5P@gmail.com
58	Hamilton	67	MDVQJXIR@gmail.com
889	Quebec	75	F0BNB69C@gmail.com
439	Ottawa	69	A6HNB77M@gmail.com
804	London	75	F2ATP09I@gmail.com
120	Gatineau	65	39TQ3VDT@gmail.com
755	Montreal	78	AH6QKM72@gmail.com
39	Ottawa	72	JYSGJLYF@gmail.com
825	Montreal	66	7FY9EW6R@gmail.com
136	Gatineau	76	XU0GPF72@gmail.com
463	Hamilton	65	1J7VY5F6@gmail.com
101	Montreal	70	Z0SE4L0Y@gmail.com
443	Ottawa	73	TRYV8VAE@gmail.com
38	Ottawa	76	9WIIJK7N@gmail.com
28	London	65	LH3OMOBI@gmail.com
249	Ottawa	76	VF9RT2OO@gmail.com
620	London	68	P7M37VU0@gmail.com
104	Ottawa	73	5SPGUXM8@gmail.com
649	Montreal	72	9W28QYFF@gmail.com
377	Montreal	77	7B2386NC@gmail.com
600	Quebec	73	JMG2P70M@gmail.com
24	Hamilton	76	9LTFDQZR@gmail.com
267	Montreal	71	GJ9FE5RM@gmail.com
441	Toronto	66	RAMVBST4@gmail.com
511	Ottawa	65	W6N000GZ@gmail.com
484	Quebec	78	0QFFVN90@gmail.com
305	Montreal	70	ZN6WGGEI@gmail.com
659	London	69	NNDXTGIS@gmail.com
236	Gatineau	65	U0GCRTD6@gmail.com
894	Montreal	69	3N4FP9YE@gmail.com
287	Quebec	74	ZQ2JPJUP@gmail.com
99	Toronto	74	0NMJEFIY@gmail.com
15	Montreal	68	SAD9RLW3@gmail.com
774	Quebec	70	219GYKK7@gmail.com
280	Montreal	66	GLKNEAFQ@gmail.com
418	Quebec	77	QUWKMA58@gmail.com
883	Montreal	68	QVAEA2QG@gmail.com
957	Gatineau	70	07153Z2H@gmail.com
514	Gatineau	66	HAVAR43E@gmail.com
71	London	70	WQXUXJV9@gmail.com
195	Gatineau	78	BVVH2PSQ@gmail.com
19	Ottawa	67	62IFL11H@gmail.com
94	Gatineau	69	5UO4J6O8@gmail.com
967	Gatineau	76	0Y85NU2Q@gmail.com
850	Hamilton	77	EOQT6CNN@gmail.com
981	Ottawa	75	COJK02J1@gmail.com
709	Toronto	76	44O8CDC4@gmail.com
691	London	75	IMGZS7HK@gmail.com
495	Gatineau	67	ZDMR7IDX@gmail.com
478	Quebec	73	PVBJ372L@gmail.com
194	Ottawa	77	QKRAB9OJ@gmail.com
576	Ottawa	70	AHDMFMKX@gmail.com
673	Ottawa	76	HEEQ5DQW@gmail.com
931	Ottawa	71	7QML89R9@gmail.com
62	London	65	SEUF5Z4T@gmail.com
205	Quebec	65	9E9MKKAQ@gmail.com
144	Ottawa	67	Q3ZP43LG@gmail.com
432	Hamilton	71	JM3NPPKR@gmail.com
991	Toronto	66	MVUBCKXH@gmail.com
987	London	67	3ZMENHJK@gmail.com
610	Toronto	73	155U5BY6@gmail.com
684	Gatineau	72	4JSTU6MZ@gmail.com
56	London	70	PMMQVI55@gmail.com
415	Gatineau	70	NJ32RIHE@gmail.com
637	Quebec	73	O7RRUHCN@gmail.com
606	London	71	0WWXJEO6@gmail.com
556	Hamilton	74	HPANVPSX@gmail.com
451	Gatineau	67	FHXC5N64@gmail.com
599	Quebec	66	HBCF1M5K@gmail.com
370	Quebec	68	P3VVMCLH@gmail.com
724	Gatineau	67	50S495QF@gmail.com
239	Ottawa	72	G0CLEWG5@gmail.com
542	Gatineau	70	WGBEBBOX@gmail.com
416	Toronto	66	DCD83RBJ@gmail.com
61	Ottawa	76	4TQT3ZH6@gmail.com
428	London	65	H74DL4TG@gmail.com
838	Ottawa	66	LZJFR84K@gmail.com
490	Quebec	74	I26OK34V@gmail.com
111	Toronto	78	AXIL4XI3@gmail.com
156	Toronto	72	IC2FT815@gmail.com
288	Gatineau	73	BJO0Z0CX@gmail.com
705	Ottawa	70	XZRMQEV9@gmail.com
307	Montreal	65	F8XWLDQY@gmail.com
245	Montreal	71	XJP4FWRX@gmail.com
316	London	68	Q3QS6I5C@gmail.com
474	Montreal	78	VXR2GQGV@gmail.com
776	London	70	JLN3588E@gmail.com
905	Hamilton	72	CYH72N26@gmail.com
593	Gatineau	65	TEZV9W7E@gmail.com
540	Quebec	78	SFWWW391@gmail.com
88	London	69	LAP4E1TY@gmail.com
564	Hamilton	78	6B10JXXE@gmail.com
293	Quebec	73	BZX3NN8O@gmail.com
664	Ottawa	71	9RXB4T9W@gmail.com
718	Ottawa	77	5DQZNCDR@gmail.com
284	Gatineau	68	P0HTMNMR@gmail.com
235	Ottawa	65	Z8JC3R2Q@gmail.com
34	Gatineau	78	8ZQTJ5HO@gmail.com
790	Quebec	77	LEATSCE9@gmail.com
990	Hamilton	77	PGOKHOTY@gmail.com
869	Ottawa	72	A3INXPKH@gmail.com
770	Toronto	74	4RQDFCCL@gmail.com
895	Quebec	72	A7HF2UFO@gmail.com
216	Quebec	77	8G0J2I2S@gmail.com
41	Montreal	65	VSZCROXO@gmail.com
612	Montreal	66	U54XMWX1@gmail.com
565	Ottawa	66	OXSBNXYJ@gmail.com
976	Hamilton	67	XLORR05S@gmail.com
726	Toronto	77	NC3VZVEF@gmail.com
391	Toronto	77	FWACYIU1@gmail.com
52	London	72	6L64GEWM@gmail.com
44	Ottawa	66	IDSYXLAT@gmail.com
818	Toronto	73	BBJ0C3WG@gmail.com
520	Gatineau	78	NR061454@gmail.com
778	Ottawa	66	4BHLUKDT@gmail.com
722	London	71	ATPJ04KU@gmail.com
849	London	75	D2EU0XS8@gmail.com
697	Ottawa	73	G47G44ZL@gmail.com
842	Quebec	74	4ZRSFECC@gmail.com
840	Ottawa	73	AGAAZSNG@gmail.com
833	London	72	62JS868O@gmail.com
814	Hamilton	68	7K7YNB6B@gmail.com
384	Hamilton	65	4HWFLH3Z@gmail.com
18	Hamilton	76	YO3JDDN9@gmail.com
2	Hamilton	72	4JOP6TCT@gmail.com
199	Gatineau	66	YMRLLHEY@gmail.com
253	Quebec	72	IFITOVXW@gmail.com
558	Hamilton	78	MN7D96VG@gmail.com
863	Ottawa	76	B0X1NMGT@gmail.com
518	London	69	2CVFAQ7W@gmail.com
105	Montreal	65	9ZXT2DWT@gmail.com
916	Gatineau	78	U8R1S4FT@gmail.com
292	Quebec	74	3T7HEOUD@gmail.com
795	Hamilton	72	8WH8IBXD@gmail.com
3	Toronto	70	6UA8BKF7@gmail.com
792	Quebec	67	BNL6WHF2@gmail.com
481	Quebec	65	JMS56PUI@gmail.com
819	Gatineau	74	VVML3D72@gmail.com
779	Gatineau	74	1IBUN0CP@gmail.com
135	London	76	MV7G93T3@gmail.com
761	Ottawa	76	BU4BVGSK@gmail.com
392	Hamilton	69	TAOTN0MR@gmail.com
574	Hamilton	66	399BQUON@gmail.com
359	Ottawa	66	OEFDO51X@gmail.com
25	Quebec	78	M75SC4ZM@gmail.com
528	Hamilton	67	22GFVM8E@gmail.com
861	London	73	CZHJZ055@gmail.com
5	Montreal	69	LZ5YAD1E@gmail.com
961	Montreal	65	VXOFM2YS@gmail.com
751	Quebec	68	QIO3ZR37@gmail.com
454	Quebec	76	ZT0BQV6S@gmail.com
412	Gatineau	78	S8TME1ZR@gmail.com
615	London	74	V7RHELLL@gmail.com
577	Hamilton	74	AU0BUZ12@gmail.com
488	London	65	1FNRWLEW@gmail.com
952	London	68	Q1J5PUKL@gmail.com
73	Quebec	72	2F4EXAO9@gmail.com
154	Gatineau	75	9Q0YN202@gmail.com
113	Gatineau	66	T9U451QQ@gmail.com
902	Montreal	70	WBI7HDLD@gmail.com
557	Montreal	76	ZO6NHSLR@gmail.com
189	Montreal	69	UT6P40SV@gmail.com
636	Ottawa	68	ZWPON6NZ@gmail.com
923	Quebec	67	5MTQI6FS@gmail.com
497	Ottawa	77	0E6KEMW4@gmail.com
480	Quebec	70	WH61BIUA@gmail.com
517	Hamilton	70	8Q0S2JN3@gmail.com
327	Quebec	67	78ITBWPA@gmail.com
656	Quebec	69	G5CN876L@gmail.com
394	Gatineau	74	SXZJKQO1@gmail.com
794	London	66	YL8HB3QL@gmail.com
527	Gatineau	73	45IJO1R9@gmail.com
92	Montreal	74	9S2RUXX6@gmail.com
197	Gatineau	69	W6WN8MCH@gmail.com
807	Hamilton	77	HMOPIWM3@gmail.com
857	Ottawa	69	UK8Z1F6B@gmail.com
654	London	69	0N5ZRI2S@gmail.com
232	Gatineau	73	BL9R9UG7@gmail.com
872	Gatineau	73	HO6WRVSQ@gmail.com
813	Toronto	72	K0HNZ2VB@gmail.com
1	Montreal	68	GDHAG2V4@gmail.com
435	Ottawa	69	8CF1PUZY@gmail.com
151	Montreal	66	SA490O6F@gmail.com
229	Hamilton	77	F8O9AZZR@gmail.com
812	Gatineau	72	L42NYDL4@gmail.com
125	London	73	BVOPMZTB@gmail.com
330	Toronto	78	7WG9BL1G@gmail.com
743	Gatineau	65	SZ5ZEBH5@gmail.com
661	Gatineau	66	1OCADY8B@gmail.com
100	Toronto	78	NX49ST2L@gmail.com
252	Toronto	70	ITRNYWBY@gmail.com
430	Montreal	73	7O1VY4Y6@gmail.com
992	Toronto	73	PQ5KP1BD@gmail.com
487	Quebec	77	C3BU106W@gmail.com
97	Ottawa	69	4YJV4GCT@gmail.com
725	Quebec	77	98WOMTEA@gmail.com
503	London	76	NK1BBJM2@gmail.com
956	Toronto	73	4S01RX6I@gmail.com
273	Toronto	69	3L4Z2ZE2@gmail.com
161	Toronto	71	38D7BX4R@gmail.com
875	Hamilton	76	U0C4VHZB@gmail.com
919	Quebec	68	00IWH80V@gmail.com
202	Toronto	77	3G2RC0ZE@gmail.com
971	Montreal	70	QGQ1CPO8@gmail.com
580	Montreal	73	KXU2MFDC@gmail.com
587	London	78	70A9KY11@gmail.com
251	Toronto	71	T45PU0P8@gmail.com
130	Montreal	75	S9W6C8E1@gmail.com
530	Ottawa	70	BV0DFQ09@gmail.com
852	Quebec	65	WXGV8WPG@gmail.com
406	Toronto	71	RFG6IAF9@gmail.com
145	Montreal	68	7K9MQ3VL@gmail.com
168	Gatineau	71	TE7YP7FV@gmail.com
311	Ottawa	73	EFK7SKNQ@gmail.com
657	Toronto	74	KUXI4G0X@gmail.com
171	Ottawa	73	WV6OIMS1@gmail.com
320	Quebec	75	6MHCDAB0@gmail.com
635	Montreal	67	GAL712KT@gmail.com
419	Quebec	67	TXZH6ECO@gmail.com
909	Gatineau	71	LH26F1YB@gmail.com
479	Montreal	76	ZACWJ1DT@gmail.com
379	London	75	N6GE79X4@gmail.com
929	Ottawa	71	P64KGS0Y@gmail.com
912	London	77	GI86DNG4@gmail.com
321	Hamilton	74	CYNZ3YE8@gmail.com
385	Ottawa	66	U9AIX7HT@gmail.com
980	Ottawa	70	W2P23IAD@gmail.com
862	Hamilton	72	QK36L39Y@gmail.com
802	London	65	FBGQBZQS@gmail.com
